,entropy,sum_added_lines,mean_added_lines,sum_added_methods,mean_added_methods,med_added_methods,sum_added_conditionals,mean_added_conditionals,sum_added_calls,mean_added_calls,med_added_calls,mean_added_assignments,med_sloc,sum_wmc,sum_mi,sum_dit,sum_lcom5,sum_tcc,mean_tcc,sum_lcc,target
5500,0.5268279451537394,-0.04250831966517698,0.009992451011423008,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,0.027208445550840624,0.19044252041700804,0.09090974055021092,-0.2868456270181153,-0.2385770875868236,-0.010691387520830436,0.14396988156311794,0.2718432069446425,0.3120840584535075,-0.1574775360604472,-0.2980762275138699,-0.11079345967102495,0
5834,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,0.8821780936229704,0.34783186411815903,-0.22487847071946804,0.06225247902462527,-0.0550043752359287,-0.18504997848520408,-0.5447841658953132,-0.18635264627448506,0
5471,-0.8625960639829908,-0.1256846575744486,-0.21927791487043932,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,0.14814502988556683,-0.07003316710245629,-0.11650525252065082,-0.1473382488953919,-0.06596471605774018,-0.10968712054882782,0.12953459867386954,-0.1255591976733268,0
3470,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
7432,0.6720920918308441,-0.0009201507105411716,0.2965804083637509,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
555,-0.8625960639829908,-0.12122878232930905,-0.1824308917822829,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,2.032491653238297,0.05112296621002982,-0.19636530516692607,0.06225247902462527,-0.05841877391205434,-0.08886875508642675,0.31580957368619644,-0.10853297832788589,0
3880,1.2518099874624429,-0.1138023235874098,-0.18652500545874473,-0.03443840990269484,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5119920878380041,-0.2925648405335532,0.4798430221472698,0.2718432069446425,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
4271,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8206,0.8597077379147868,0.1104767304179476,0.4316861596869912,0.19898469106611733,0.2902165631191497,0.305616489694245,0.36254516787507124,3.3730020656971136,0.23386224683515422,2.079755938852052,2.3373119160541864,5.5031717268183415,-0.2669038668921261,0.031342373016154536,0.3200242206265478,0.16704784298463385,0.1976343584517124,0.7356057985365416,2.093660135577982,0.6717799307445035,0
1485,0.8086205413783303,-0.07815532162629339,-0.08826627722366087,0.08227314058171124,0.1379505169951257,0.1487496131994068,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
6989,1.2738286620309458,-0.10043469785199113,-0.11487801612066273,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
1272,-0.8625960639829908,-0.12122878232930905,-0.1824308917822829,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
4765,-0.8625960639829908,-0.11231703183902994,-0.10873684560597,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.029151682072153986,0.4811061232531687,0.5722816353010628,-0.2868456270181153,-0.16221794337252995,-0.23569563510116176,-0.057065797599041845,-0.1473382488953919,-0.08606248452374299,0.06133381475826701,1.6597661871455456,0.013795001464887916,0
1411,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8409,1.1215292066852294,-0.08558178036819264,-0.13637211292208734,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,-0.37774778591287494,-0.2604213765935059,0.1188179029090935,-0.04254288493538332,0.03924167130834392,0.36480435427176794,1.8345736882118713,0.2569405173580106,0
753,1.3548972070681593,-0.07667002987791353,-0.08417216354719903,-0.005260522281593319,-0.014315529128898333,-0.008117263295431379,0.11877881995667716,0.5602295724249394,-0.0009716182606566802,0.04511071899892771,0.09090974055021092,-0.2868456270181153,4.926749538780073,2.751173937174006,-0.6283773773628414,0.16704784298463385,0.28858901464850817,0.37267590502710274,1.0112063286769788,0.35323902312874084,0
1471,0.529719236886922,-0.026170110432998626,0.05502770145250303,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,0.2023353902957107,-0.05519772220704982,-0.12558268637550543,-0.1473382488953919,-0.07292318592084361,-0.08478682381556067,0.3523331733345868,-0.09786569008736674,0
7481,1.189494725772814,-0.10191998960037099,-0.1799744235764058,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
7637,1.1205529396280507,-0.11825819883254934,-0.18857206229697562,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.04373207865558554,0.06385795596514397,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.2705986641928177,-0.15904583647489506,0.05709961461420955,-0.04254288493538332,0.11127897282969611,0.01574812567149307,1.2518824312909127,-0.011043340886232518,0
3833,0.9645150488030245,0.8471814376143534,0.35536018329009567,0.6658308930037417,0.23946121441114165,0.0703161749519877,0.7281946897526622,1.3875155998579318,0.5908097217807867,0.9171015275074097,0.41182433705077887,1.5659599262095507,-0.28537785339558425,2.1775367345516226,0.9580293034809635,1.5293875744647456,1.7147237894835174,0.6071349314420287,0.09952337925579365,0.6021291582277125,0
5794,-0.15740786232969073,-0.04696419491031653,0.10620412240827592,-0.03443840990269484,-0.014315529128898333,-0.008117263295431379,0.03752337065054581,0.725686777911538,0.09296192777766768,2.3704195416882126,2.6582265125547546,2.0291613145164673,-0.10802758296238607,-0.2134424677580521,-0.07112301395855362,-0.1473382488953919,-0.09871324276271917,0.004144487718980588,1.148057403645968,0.028956079482335653,0
3076,-0.8625960639829908,-0.11825819883254934,-0.15786620972351192,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.3912953760154109,-0.32718087862283496,-0.004266357711930909,-0.1473382488953919,0.1688038915864021,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8452,1.165357667636318,-0.07072886288439413,0.00794539417319208,-0.03443840990269484,0.06181749393311368,0.0703161749519877,-0.04373207865558554,0.06385795596514397,-0.07611845509131616,-0.24555288383723292,-0.23000485595035702,2.0291613145164673,-0.30015704259835074,-0.30987285957819405,-0.02686982516269517,-0.1473382488953919,-0.1396276184379213,0.198090930926739,2.883417892321344,0.1025034127786632,0
6698,-0.8625960639829908,-0.11974349058092919,-0.1701485507528974,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
3288,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8476,-0.3760874446656689,-0.06033182064573518,0.05093358777604127,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,0.11877881995667716,1.3875155998579318,-0.010364972864489116,0.7717697260893294,0.8931962318016307,0.871157843749176,-0.3568106012089557,-0.2900922663843188,-0.017648181826531096,-0.04254288493538332,-0.10658138991081288,0.040060497531830296,1.4694204733122191,-0.020505572737651814,0
4128,1.2210869908739377,-0.10043469785199113,-0.11487801612066273,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.04373207865558554,0.06385795596514397,-0.029151682072153986,0.04511071899892771,0.09090974055021092,-0.2868456270181153,0.6851222375860835,0.35030443826739344,-0.177979252008819,0.06225247902462527,0.16328497699896286,-0.1403675796275736,-0.42547140356008634,-0.13773200277655537,0
981,-0.637026649002618,-0.024684818684618776,0.19832168012866705,0.08227314058171124,0.3663495861811617,0.38404992794166404,0.20003426926280854,2.0493444218043257,0.19628882841982448,3.969069357287096,4.423256793307878,-0.2868456270181153,0.9178944675296561,0.31816097432734614,-0.12382579816755969,0.06225247902462527,0.15411667744864355,0.1180356090541608,0.7305763082962549,0.0781394308588243,0
8233,1.4074347378694172,0.553093671435143,-0.14542225894373978,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.45533852922739915,2.7412836405770684,10.01788892285194,7.397927956225227,7.409321002467672,9.328227225278946,1.3245740663611951,8.41590389695313,0
5278,-0.8625960639829908,-0.1256846575744486,-0.21927791487043932,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2722,-0.03338482547107648,-0.04696419491031653,-0.0022898900179624732,0.08227314058171124,0.1379505169951257,0.1487496131994068,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8410,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
1268,1.5818788254800749,-0.10934644834227024,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2462,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
4404,1.1872901523763695,-0.07072886288439413,-0.06779570884135172,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
268,1.5048068240510593,-0.09003765561333218,-0.14558386869412643,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.0031043540025198642,0.06385795596514397,-0.04793839127981886,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,1.2984585895008938,0.528329777012271,-0.07448669904497458,0.16704784298463385,0.2912990322456852,0.22334595439735083,0.5658234146919394,0.16375874056203166,0
654,-0.8625960639829908,-0.07815532162629339,0.17375699806989608,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.010364972864489116,0.7717697260893294,0.8931962318016307,-0.2868456270181153,1.7295182745815836,0.023924650568451306,-0.1859345641364676,-0.04254288493538332,-0.058378040329404905,-0.1430190437945294,-0.16870702749603453,-0.14609516376825799,0
8526,-0.30394030980409636,-0.0068613177040605725,0.27201572630497994,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
4134,-0.8625960639829908,-0.08261119687143294,0.13690997498173962,-0.03443840990269484,0.06181749393311368,0.0703161749519877,-0.08435980330865121,-0.26705645500805303,-0.038545036675986424,0.3357743218350884,0.41182433705077887,-0.2868456270181153,0.5890575077681012,-0.20602474531034884,-0.11328846837935835,-0.04254288493538332,-0.05726402543009874,-0.14836039661282074,-0.2164994617558801,-0.14942844641962735,0
4147,0.651468157889771,-0.10934644834227024,-0.1517250392088192,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.04373207865558554,0.06385795596514397,-0.038545036675986424,-0.02755518171011245,0.010681091425068935,-0.2868456270181153,-0.03905803334947567,-0.015636535819299257,0.041963254221354135,-0.04254288493538332,-0.05644714770300131,-0.18360988004193388,-0.5318987017593353,-0.18007133177233828,0
2413,0.651468157889771,-0.09300823911009189,-0.08417216354719903,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8092,-0.4289720000142365,-0.011317192949200123,0.2535922147609017,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2821,-0.8625960639829908,-0.11677290708416949,-0.14558386869412643,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.04793839127981886,0.19044252041700804,0.2513670388004949,-0.2868456270181153,-0.45533852922739915,-0.3345986010705382,0.029270483426015334,-0.1473382488953919,-0.2718125588091419,-0.09365755585138281,0.2729611692597174,-0.03943003009557131,0
428,-0.8625960639829908,-0.1108317400906501,-0.09645450457658451,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.04373207865558554,0.06385795596514397,-0.057331745883651294,0.04511071899892771,0.09090974055021092,-0.2868456270181153,0.9831692198418749,0.07090355940390511,-0.17621832149194055,-0.04254288493538332,-0.05707456568462286,-0.12564227964718086,-0.013226218342772168,-0.11388692024104491,0
589,-0.07362478255883831,-0.06181711239411503,0.04479241726134853,-0.005260522281593319,0.1379505169951257,0.1487496131994068,0.28128971856893986,1.2220583943713335,0.0459951547585055,0.626437924671249,0.7327389335513467,0.2921561083655304,0.9893272153430276,0.1698065253732815,-0.1589607688896153,-0.04254288493538332,0.1618536945012062,-0.10501891709293894,-0.2673280747226159,-0.09063524864783173,0
495,-0.8625960639829908,-0.11825819883254934,-0.15786620972351192,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8911,1.5814347942657987,8.12362571292724,-0.0125623934243576,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.44179093912486317,18.652298290900497,49.349310821500715,42.18998879094808,31.091031843677843,57.4945189417685,1.7524040075184886,51.531180218483925,0
6462,-0.8625960639829908,-0.11974349058092919,-0.1701485507528974,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.057331745883651294,0.04511071899892771,0.09090974055021092,-0.2868456270181153,1.3280169679064266,0.20689513761179767,-0.21143498035497743,-0.04254288493538332,-0.057528386644121465,-0.157820288452364,-0.30114304817061316,-0.15008572769737388,0
5361,-0.8625960639829908,-0.11528761533578964,-0.13330152766474096,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,-0.4307065472227883,-0.31976315617513174,0.010973182457493777,-0.1473382488953919,-0.19837648155465232,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8748,1.494305668204676,-0.051420070155456084,-0.014572231047347955,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.04373207865558554,0.06385795596514397,-0.057331745883651294,-0.17288698312819278,-0.14977620682521503,-0.2868456270181153,-0.17699713257529648,0.16238880292557828,0.08914503537204466,0.06225247902462527,0.13411357319841122,0.07235359944134942,0.5262035102851021,0.07822281261375659,0
6149,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.4282433490223272,-0.30740028542895964,0.012378761732592301,-0.1473382488953919,-0.06986334800071972,-0.13012611364188867,-0.05334589377224229,-0.12459009137866865,0
6290,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,0.8600093098188206,0.13519048728399977,-0.18556476810873787,-0.04254288493538332,-0.06660610584205005,-0.10655048600402355,0.1576000355359251,-0.09821055071891703,0
528,0.1793091852185401,-0.10340528134875084,-0.12716035715004823,-0.03443840990269484,0.06181749393311368,0.0703161749519877,-0.04373207865558554,0.06385795596514397,0.008421736343175754,0.3357743218350884,0.41182433705077887,-0.2868456270181153,2.2960538606876333,0.8843804545020262,-0.3398217054139517,0.06225247902462527,0.1316903846295422,-0.0914743286342066,-0.20673211003798908,-0.07901918957851133,0
1808,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
7542,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2055,1.5108682830706825,-0.11231703183902994,-0.16400738023820466,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
1231,-0.26040488982211424,-0.08409648861981278,0.12462763395235416,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.4282433490223272,-0.11701207593791008,-0.037360156098012666,-0.1473382488953919,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2028,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
5485,-0.8625960639829908,-0.1256846575744486,-0.21927791487043932,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,1.8329725990009493,0.12282761653782771,-0.20530807408356735,-0.04254288493538332,-0.0705935453992972,-0.13896905769706835,-0.13246926135309092,-0.14091777636831782,0
677,0.6075531490802035,2.0354148363182336,0.9721091649799524,1.1618549825624676,0.37722573233287776,0.1487496131994068,7.228630634243171,9.660375874187856,4.817819293505382,8.038359796993346,0.7327389335513467,2.9555640911303,0.31564250751692063,2.4519924651166423,0.43210285362393563,1.3197968465447285,1.3055842938686886,0.5527712931559426,0.1394056165480522,0.5130943979805472,0
7900,0.3241005754800313,-0.09746411435523143,-0.10259567509127725,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.04373207865558554,0.06385795596514397,-0.04793839127981886,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,-0.20162911457990731,-0.13184752083331655,0.02625223731779013,-0.04254288493538332,-0.09556597602464559,0.16162237313623315,2.5571108292893845,0.07411672674178396,0
6583,1.436394501792352,0.00947689152811778,-0.17788187658621418,-0.005260522281593319,0.023750982402107674,0.031099455828278166,-0.0031043540025198642,0.06385795596514397,0.23386224683515422,-0.14382062284457672,-0.23000485595035702,-0.2868456270181153,-0.4627281238287824,4.553680491965891,3.004524197062471,3.206113397824883,2.110360811545307,1.108337133952083,0.13217717543307048,1.4111232000169145,0
4512,-0.8625960639829908,-0.11677290708416949,-0.14558386869412643,-0.03443840990269484,0.06181749393311368,0.0703161749519877,-0.08435980330865121,-0.26705645500805303,-0.04793839127981886,0.19044252041700804,0.2513670388004949,0.2921561083655304,1.1432771028718454,-0.15904583647489506,-0.1429917040678796,-0.1473382488953919,-0.0476392655101866,-0.15096529359785688,-0.23980710911530573,-0.10836912792902334,0
8398,0.6557799668110414,-0.07964061337467324,-0.09236039090012267,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,0.07815109530361149,0.39477236693834095,-0.04793839127981886,-0.1002210824191526,-0.06954755770007305,0.2921561083655304,-0.21887150198313493,-0.1936618745641768,0.04162754395277228,-0.04254288493538332,0.08068060675985071,0.0953158984979619,0.628932557162511,0.03798821305842276,0
8420,1.4945949700338108,-0.09597882260685159,-0.13739564134120277,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2741,1.379299085022908,-0.09597882260685159,-0.19471323281166836,-0.03443840990269484,0.06181749393311368,0.0703161749519877,-0.08435980330865121,-0.26705645500805303,-0.010364972864489116,-0.15835380298638474,-0.06954755770007305,-0.2868456270181153,-0.34942100660757247,-0.12442979838561331,0.7549322400286962,0.6910246627846769,0.3261907468158472,0.5414637563525442,0.9594774196371908,0.39005688927677734,0
4080,1.246319658421232,1.5898273118042785,0.45625084174576214,1.1618549825624676,0.37722573233287776,0.305616489694245,1.0938442116302534,1.3323631980290658,1.2295578348413925,2.515751343106293,1.3745681265524825,0.7553574966724469,-0.2669038668921261,0.5357474994599742,0.7039159234004216,1.3197968465447285,0.8947767567312254,0.8592135835752218,0.6518766323884094,0.816091162999473,0
8533,0.9885920710114009,1.863120993506171,5.262740297911947,1.4828117463945842,1.9651430704834139,2.031152131137465,2.3533036758752894,9.660375874187856,1.483178409144868,11.744320733154394,13.00772224969807,6.37167432989381,0.2540625525053935,0.805258081726525,-0.15084151510216506,0.06225247902462527,0.3568026382210017,0.0038324088885649597,-0.08888504898588699,0.010933400895806382,0
8330,1.5818788254800744,-0.11677290708416949,-0.19471323281166836,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
