,entropy,sum_added_lines,mean_added_lines,sum_added_methods,mean_added_methods,med_added_methods,sum_added_conditionals,mean_added_conditionals,sum_added_calls,mean_added_calls,med_added_calls,mean_added_assignments,med_sloc,sum_wmc,sum_mi,sum_dit,sum_lcom5,sum_tcc,mean_tcc,sum_lcc,target
6652,-0.8625960639829908,-0.10340528134875084,-0.03504279942965711,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.47011771843016564,-0.32965345277206937,0.03400811535895838,-0.04254288493538332,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2272,-0.8625960639829908,-0.07518473812953369,0.19832168012866705,-0.005260522281593319,0.1379505169951257,0.1487496131994068,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
5155,-0.8625960639829908,-0.11825819883254934,-0.15786620972351192,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.07611845509131616,-0.24555288383723292,-0.23000485595035702,-0.2868456270181153,-0.14004915956838018,-0.1664635589225983,-0.07418381624633066,-0.1473382488953919,-0.08230010391976106,-0.17701426548605778,-0.4728836009433917,-0.1782093946285129,0
7296,-0.8625960639829908,-0.05290536190383593,0.38255679556944927,0.0239173653395082,0.21408354005713767,0.22718305144682588,0.20003426926280854,2.0493444218043257,0.03660180015467306,1.498428733179731,1.6954827230530505,-0.2868456270181153,0.13090264248233924,-0.18377157796723914,-0.09617080566523559,-0.1473382488953919,-0.06277009751469113,-0.2030632373742587,-0.7059600927714776,-0.1813634697973463,0
3708,-0.8625960639829908,-0.1256846575744486,-0.21927791487043932,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.21640830378267384,-0.23075048680269294,-0.05345910202484192,0.06225247902462527,-0.09969675787338252,-0.0019498590546696223,1.093527460119498,-0.040682389443120234,0
257,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.3223258264025005,-0.3172905820258973,-0.022780110827648366,-0.04254288493538332,-0.2718125588091419,-0.11189183474663572,0.10980763774373777,-0.06781671613245056,0
6866,-0.8625960639829908,-0.11974349058092919,-0.1701485507528974,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,-0.19670271817898516,-0.27278424733967793,-0.051869564802269695,-0.04254288493538332,-0.0923021550378304,0.07045096235725183,1.741343025838852,0.06397861824083652,0
288,1.0425050433846366,-0.09003765561333218,-0.07188982251781355,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.04373207865558554,0.06385795596514397,-0.029151682072153986,0.04511071899892771,0.09090974055021092,0.2921561083655304,3.1175304605414054,1.2997729115734071,-0.43453443987283097,-0.04254288493538332,0.1529822957580127,-0.07196228763522286,-0.11943887474318512,-0.07193771890933098,0
7724,-0.8625960639829908,-0.05884652889735533,0.33342743145190734,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
6798,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
5440,0.9021390359670753,-0.11825819883254934,-0.18857206229697562,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.4738125157308573,-0.24558593169809942,0.20595045283597446,-0.04254288493538332,-0.07904286176109139,-0.05111090102011348,-0.026153656753407847,0.014977791153366386,0
6159,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8585,1.5806575516027541,-0.06033182064573518,0.05093358777604127,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
5652,1.5818788254800744,-0.11677290708416949,-0.1824308917822829,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8588,0.8392773236292558,-0.09152294736171204,-0.0780309930325063,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.010364972864489116,0.7717697260893294,0.8931962318016307,-0.2868456270181153,-0.423316952621405,-0.32718087862283496,0.00827717930351724,-0.04254288493538332,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
7211,1.5557162361613783,-0.10637586484551054,-0.2059720454219384,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.4996760968356987,-0.3345986010705382,0.07792745623585495,-0.1473382488953919,-0.051504333611369885,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
4029,0.5837331860403487,-0.11677290708416949,-0.1824308917822829,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.04373207865558554,0.06385795596514397,-0.04793839127981886,0.19044252041700804,0.2513670388004949,-0.2868456270181153,-0.18931312357760188,-0.2876196922350844,-0.05082766670056492,-0.04254288493538332,-0.07904286176109139,-0.02072043211901277,0.9255753682589531,0.07411672674178396,0
737,1.3821550434617507,-0.1138023235874098,-0.1701485507528974,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.0031043540025198642,0.06385795596514397,-0.06672510048748373,-0.24555288383723292,-0.23000485595035702,-0.2868456270181153,1.9031737477140902,0.5456377960569119,-0.2738181328625366,-0.04254288493538332,0.14114293945504272,0.007725921510985581,0.2370713228104089,-0.006963139111908257,0
8432,1.4455732210490637,1.5734891025721,6.806221153938056,1.3369223082890767,1.774810512828384,1.8350685355189174,1.4188660088547786,5.854860147996092,0.8538236506880948,6.875705385648702,7.632402758313557,6.661175197585632,0.04099590816550961,0.08326643015007715,-0.03703732823976042,-0.04254288493538332,-0.21090381290181173,0.8529795388220323,4.018578490797622,0.6168393135486395,0
8404,-0.8625960639829908,-0.08855236386495234,0.08778061086419771,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.0031043540025198642,0.39477236693834095,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,0.871157843749176,0.26637854350769896,-0.13679266913178537,-0.11347707424376073,-0.1473382488953919,-0.051504333611369885,-0.12018014407641962,0.03564693496962727,-0.06781671613245056,0
5267,-0.8625960639829908,-0.11974349058092919,-0.1701485507528974,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.04373207865558554,0.06385795596514397,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,2.0940716082498243,0.5184394804153334,-0.28184889690165066,0.06225247902462527,-0.055728532193494364,-0.1724834226076994,-0.43234330754354416,-0.16686061527813797,0
1817,0.8422706763491455,0.06146210272141254,0.16761582755520335,0.2865183539294219,0.23946121441114165,-0.008117263295431379,-0.04373207865558554,0.06385795596514397,0.05538850936233793,0.3357743218350884,0.09090974055021092,4.34516825605105,0.02375352076228201,0.6470133361755228,0.09554845583265262,0.376638570904651,0.3065848672191111,0.1781431509153694,0.43100413530294013,0.21452704163710967,0
4614,-0.8625960639829908,-0.12271407407768889,-0.19471323281166836,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,1.9315005270193926,0.6692665035186325,-0.30642407432618807,-0.1473382488953919,-0.056030042119739915,-0.1880712448173278,-0.5718173309888143,-0.19154783751754365,0
543,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.07611845509131616,-0.24555288383723292,-0.23000485595035702,-0.2868456270181153,1.4684192653327086,0.3453592899689246,-0.23513363561520154,-0.04254288493538332,-0.05616432374971192,-0.14408656198781122,-0.17825878241828885,-0.1579624479283021,0
4880,1.033214201076682,-0.1256846575744486,-0.21927791487043932,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.3765161868126444,-0.14173781743025418,0.33908871845342287,0.376638570904651,0.6200277897347309,0.30228681847954253,1.5548818834311047,0.3133759534863497,0
5509,1.450404060269849,-0.09894940610361129,-0.2008544033263611,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
5159,-0.8625960639829908,-0.12419936582606875,-0.20699557384105385,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
3378,1.4319176508517544,1.4754598471790301,-0.0737794134454113,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
8703,-0.8625960639829908,0.1550354828693431,2.1020845396834167,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2375,-0.8625960639829908,-0.11528761533578964,-0.13330152766474096,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
1839,0.5318528506980797,0.22484419504319608,0.5053802058633041,0.05309525296060972,0.2902165631191497,0.305616489694245,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2337,-0.8625960639829908,-0.1108317400906501,-0.09645450457658451,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2846,1.3242179188940466,-0.011317192949200123,-0.06165453832665897,-0.03443840990269484,0.06181749393311368,0.0703161749519877,-0.0031043540025198642,0.39477236693834095,-0.038545036675986424,0.3357743218350884,0.41182433705077887,-0.2868456270181153,-0.07354280815593087,-0.12195722423637889,-0.08899489049800202,-0.1473382488953919,-0.06441301868155185,-0.1589480451839116,-0.3112337950819598,-0.1702606147543076,0
2127,1.3821550434617507,-0.10340528134875084,-0.12716035715004823,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
2453,1.4704938898168038,-0.1078611565938904,-0.14558386869412643,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
7170,1.5108682830706825,-0.11528761533578964,-0.17628972126759015,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
5129,-0.8625960639829908,-0.09300823911009189,0.05093358777604127,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.057331745883651294,0.04511071899892771,0.09090974055021092,-0.2868456270181153,0.7885765620054491,0.023924650568451306,-0.16296579257334642,-0.04254288493538332,-0.07156491397096935,-0.11664194101346631,0.06730545726478505,-0.1338932933835452,0
800,1.5802593710565391,-0.09300823911009189,-0.08417216354719903,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
6223,0.5138214245671013,0.09413852118576925,-0.10566626034862363,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
1405,1.2923139934429673,15.327290692569512,2.388588943695409,15.313130478796705,0.7470147014912217,0.5409168044365023,25.836128525347252,4.88229462306267,20.730161992397527,7.277097980041495,3.6209703020564583,5.753195203461279,-0.3469578084071114,3.636355482599925,5.378432067158784,4.987634585145029,8.325362138277569,9.734919235910375,1.6340757813823799,9.668821057027646,0
56,0.6529066800770766,0.20405011056587818,0.0836864971877359,0.25734046630832036,0.06181749393311368,0.031099455828278166,0.5250560664873339,0.725686777911538,0.7035299770267759,1.6437605345978112,0.49205298617592086,1.2571590006716062,-0.2632090695914345,0.6643213552201637,0.5445252708264946,0.6910246627846769,0.6802592725321224,0.7887684034551209,0.7731298838615833,0.7883811189679939,0
69,-0.21049574991057296,-0.10637586484551054,-0.059607481488428066,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.04793839127981886,0.19044252041700804,0.2513670388004949,2.0291613145164673,1.7159706844790477,0.45167997838600427,-0.24238772550764673,-0.04254288493538332,0.1416460950599359,0.04564782166425384,0.4067268372221367,0.09115238732691129,0
4607,1.0832298144507317,-0.08112590512305308,-0.12716035715004823,-0.03443840990269484,-0.014315529128898333,-0.008117263295431379,-0.04373207865558554,0.06385795596514397,-0.06672510048748373,-0.24555288383723292,-0.23000485595035702,-0.2868456270181153,0.08779667397427024,1.4159838965874243,-0.04816057577551024,0.16704784298463385,0.3566583898633602,0.12533685817333562,0.27350712657153686,0.10105160922552567,0
711,-0.8625960639829908,-0.08112590512305308,0.14919231601112512,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.04373207865558554,0.06385795596514397,-0.07611845509131616,-0.24555288383723292,-0.23000485595035702,1.4501595791328217,0.47328719234643013,-0.035417129013174536,-0.13858068745429064,-0.1473382488953919,-0.06139572647638097,-0.143413862987958,-0.1722397224870571,-0.14935294981296138,0
5700,0.9728236799409435,-0.08261119687143294,-0.13023094240739458,0.0239173653395082,0.06181749393311368,0.0703161749519877,0.07815109530361149,0.39477236693834095,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,2.0291613145164673,0.2540625525053935,0.8917981769497294,-0.13838468505094167,0.2718432069446425,0.3293856936437338,-0.042951307752321366,-0.2284194689511806,-0.0408458666814256,0
265,-0.8625960639829908,-0.1108317400906501,-0.09645450457658451,-0.03443840990269484,0.06181749393311368,0.0703161749519877,-0.08435980330865121,-0.26705645500805303,-0.04793839127981886,0.19044252041700804,0.2513670388004949,-0.2868456270181153,-0.3420314120061892,-0.28514711808584997,-0.026998642818289332,-0.1473382488953919,-0.051504333611369885,-0.14836039661282074,-0.2164994617558801,-0.12459009455112822,0
1586,0.9671681956931751,-0.09300823911009189,-0.12920741398827915,0.0239173653395082,0.06181749393311368,0.0703161749519877,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.5292344752412317,-0.3469614718167102,-0.13403596997857195,-0.25213361285540054,-0.2718125588091419,-0.2030632373742587,-0.7059600927714776,-0.2097501590066851,0
6479,-0.8625960639829908,-0.12122878232930905,-0.1824308917822829,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.04373207865558554,0.06385795596514397,-0.06672510048748373,-0.1002210824191526,-0.06954755770007305,-0.2868456270181153,-0.35188420480803356,-0.297509988832022,-0.018141164431729598,-0.1473382488953919,-0.051504333611369885,-0.14836039661282074,-0.2164994617558801,-0.12459009455112822,0
4103,-0.8625960639829908,-0.12271407407768889,-0.19471323281166836,-0.09279418514489787,-0.09044855219091034,-0.08655070154285047,-0.08435980330865121,-0.26705645500805303,-0.0855118096951486,-0.3908846852553133,-0.390462154200641,-0.2868456270181153,-0.1031011865614639,-0.13432009498255096,-0.08510870378413035,-0.1473382488953919,-0.070145804274991,-0.12563768228106695,-0.013185082824254327,-0.1023174677752975,0
5090,1.109837863392219,-0.10043469785199113,-0.14967798237058824,-0.06361629752379636,-0.014315529128898333,-0.008117263295431379,-0.08435980330865121,-0.26705645500805303,-0.029151682072153986,0.4811061232531687,0.5722816353010628,0.2921561083655304,0.0841018766735786,-0.23816820925039617,-0.08557067022889278,-0.04254288493538332,-0.10010173004904618,0.1251538153457273,2.2308037662574245,0.09218098437657946,0
